	Adjacency	Frequency
Acidilobus_saccharovorans_1	[]	1
alpha_proteobacterium_1	[]	1
Archaeoglobus_sulfaticallidus_1	[80]	1
Caenorhabditis_brenneri_6	[]	1
Mus_musculus_4	[]	1
Methanococcus_vannielii_1	[]	1
Methanococcus_voltae_1	[]	1
Methylocystis_sp_1	[]	1
Methylobacterium_nodulans_1, Methylocella_silvestris_1, Beijerinckia_indica_1, Methylobacterium_sp_1	[]	1
Hyperthermus_butylicus_1	[]	1
Thermoproteus_tenax_1	[]	1
Thermoproteus_neutrophilus_1	[94]	1
Pyrobaculum_arsenaticum_1, Pyrobaculum_oguniense_1, Pyrobaculum_aerophilum_1, Pyrobaculum_islandicum_1	[93]	1
Thermoproteus_uzoniensis_1	[]	1
Methylobacterium_radiotolerans_1, Methylobacterium_oryzae_1	[]	1
Dinoroseobacter_shibae_1	[]	1
Methylobacterium_extorquens_1, Methylobacterium_populi_1	[]	1
Phenylobacterium_zucineum_1	[]	1
Caulobacter_sp_1, Brevundimonas_subvibrioides_1	[]	1
Paracoccus_aminophilus_1, Hyphomicrobium_nitrativorans_1, Paracoccus_denitrificans_1	[]	1
Hyphomicrobium_sp_1, Hyphomicrobium_denitrificans_1, Hyphomicrobium_denitrificans_2	[]	1
Maricaulis_maris_1	[]	1
Rhodobacter_capsulatus_1, Celeribacter_indicus_1	[]	1
Ruegeria_pomeroyi_1	[]	1
Octadecabacter_antarcticus_1, Octadecabacter_arcticus_1	[]	1
Hyphomonas_neptunium_1	[]	1
Parvularcula_bermudensis_1	[]	1
Ketogulonicigenium_vulgare_1	[]	1
Phaeobacter_inhibens_1, Leisingera_methylohalidivorans_1, Roseobacter_litoralis_1, Roseobacter_denitrificans_1, Phaeobacter_gallaeciensis_2, Phaeobacter_gallaeciensis_1	[]	1
Planktomarina_temperata_1	[]	1
Ruegeria_sp_1	[]	1
Methanopyrus_kandleri_1	[]	1
Rhodomicrobium_vannielii_1	[]	1
Methyloceanibacter_caenitepidi_1	[]	1
Loxodonta_africana_11, Equus_caballus_2	[]	1
Danio_rerio_77	[]	1
Dasypus_novemcinctus_1	[]	1
Roseibacterium_elongatum_1, Jannaschia_sp_1	[]	1
Caulobacter_segnis_1, Caulobacter_crescentus_1	[]	1
Rhodobacter_sphaeroides_1	[]	1
Methanococcus_maripaludis_1	[]	1
Methanosaeta_concilii_1	[]	1
Aciduliprofundum_sp_1	[125]	1
Methanocella_conradii_1	[124]	1
Candidatus_Korarchaeum_1	[]	1
Methanosphaera_stadtmanae_1	[]	1
Methanolacinia_petrolearia_1	[]	1
Methanothermobacter_sp_1, Methanobacterium_sp_1, Methanobacterium_lacus_1, Methanothermobacter_thermautotrophicus_1, Methanobacterium_paludis_1, Methanothermobacter_marburgensis_1, Methanobacterium_formicicum_1	[130]	1
Methanobrevibacter_smithii_1, Methanobrevibacter_sp_1	[129, 135]	1
Vulcanisaeta_moutnovskia_1, Vulcanisaeta_distributa_1	[]	1
Pyrococcus_yayanosii_1	[]	1
Thermococcus_sp_3, Pyrococcus_sp_1, Pyrococcus_sp_2, Pyrococcus_furiosus_1, Thermococcus_eurythermalis_1, Thermococcus_litoralis_1, Thermococcus_gammatolerans_1, Thermococcus_sp_2, Thermococcus_barophilus_1, Thermococcus_sibiricus_1, Thermococcus_onnurineus_1, Thermococcus_kodakarensis_1, Palaeococcus_pacificus_1, Pyrococcus_horikoshii_1, Thermococcus_nautili_1	[]	1
Methanothermus_fervidus_1	[]	1
Methanobrevibacter_ruminantium_1	[130]	1
Methanosaeta_harundinacea_1	[]	1
Methanothermococcus_okinawensis_1, Methanotorris_igneus_1, Methanocaldococcus_fervens_1, Methanocaldococcus_sp_1, Thermoplasma_acidophilum_1, Picrophilus_torridus_1, Methanocaldococcus_jannaschii_1, Thermoplasma_volcanium_1, Ferroplasma_acidarmanus_1, Methanocaldococcus_infernus_1, Methanocaldococcus_vulcanius_1	[]	1
Methanosalsum_zhilinae_1, Methanosarcina_siciliae_1, Methanococcoides_methylutens_1, Methanohalobium_evestigatum_1, Methanosarcina_sp_2	[139, 141, 143]	1
Methanohalophilus_mahii_1	[138]	1
Methanomethylovorans_hollandica_1	[141, 144]	1
Methanococcoides_burtonii_1	[138, 140]	1
Methanosarcina_lacustris_1	[143]	1
Methanosarcina_vacuolata_1, Methanosarcina_mazei_1, Methanosarcina_acetivorans_1, Methanosarcina_sp_1, Methanosarcina_horonobensis_1, Methanosarcina_sp_3, Methanosarcina_barkeri_2, Methanosarcina_barkeri_1, Methanosarcina_thermophila_1	[138, 142]	1
Methanolobus_psychrophilus_1	[140]	1
Millerozyma_farinosa_1	[]	1
Methanococcus_aeolicus_1	[]	1
Danio_rerio_16	[505]	1
Anopheles_gambiae_3	[]	1
Pelagibacterium_halotolerans_1	[]	1
Asticcacaulis_excentricus_1	[]	1
Danio_rerio_19, Danio_rerio_100, Danio_rerio_133	[153]	1
Tursiops_truncatus_4, Balaenoptera_acutorostrata_4	[]	1
Danio_rerio_99	[151, 154]	1
Danio_rerio_42, Danio_rerio_88	[153]	1
Ornithorhynchus_anatinus_18	[]	1
Danio_rerio_2	[]	1
Danio_rerio_165, Danio_rerio_87	[]	1
Tarsius_syrichta_2	[]	1
Danio_rerio_52, Danio_rerio_118	[161]	1
Petromyzon_marinus_2	[166]	1
Gadus_morhua_10, Gadus_morhua_12, Gasterosteus_aculeatus_16, Gasterosteus_aculeatus_13, Danio_rerio_6, Danio_rerio_163, Takifugu_rubripes_9, Oreochromis_niloticus_2, Oreochromis_niloticus_1, Gadus_morhua_7, Gadus_morhua_3, Gadus_morhua_8, Gasterosteus_aculeatus_1, Gasterosteus_aculeatus_2, Danio_rerio_74, Danio_rerio_48, Xenopus_tropicalis_8, Xenopus_tropicalis_5, Xenopus_tropicalis_1, Gasterosteus_aculeatus_6, Danio_rerio_113, Xenopus_tropicalis_16, Xenopus_tropicalis_17, Oreochromis_niloticus_13, Oryzias_latipes_14, Danio_rerio_97, Danio_rerio_96, Danio_rerio_139, Danio_rerio_17, Danio_rerio_124, Takifugu_rubripes_3, Takifugu_rubripes_2, Danio_rerio_79, Danio_rerio_28, Danio_rerio_140, Danio_rerio_144, Danio_rerio_37	[159, 162, 164, 167, 169, 170, 171, 174, 181, 193, 195, 200, 206, 515]	1
Gadus_morhua_13, Gasterosteus_aculeatus_15, Danio_rerio_11, Danio_rerio_55	[161, 172, 569]	1
Oreochromis_niloticus_11	[164]	1
Gasterosteus_aculeatus_19, Danio_rerio_44	[161, 163, 196, 516]	1
Ornithorhynchus_anatinus_6	[]	1
Microcebus_murinus_2, Microcebus_murinus_1, Tursiops_truncatus_5, Homo_sapiens_1, Canis_familiaris_2, Ovis_aries_2, Rattus_norvegicus_1, Anolis_carolinensis_1, Ornithorhynchus_anatinus_1, Ornithorhynchus_anatinus_2, Felis_catus_3, Spermophilus_tridecemlineatus_2, Papio_hamadryas_1, Tursiops_truncatus_2, Tursiops_truncatus_1, Cricetulus_griseus_2, Pongo_pygmaeus_1, Monodelphis_domestica_1, Geospiza_fortis_1, Geospiza_fortis_3, Mustela_putorius_1, Taeniopygia_guttata_2, Ceratotherium_simum_1, Gallus_gallus_4, Gallus_gallus_1, Sus_scrofa_2, Sus_scrofa_1, Otolemur_garnettii_1, Xenopus_tropicalis_2, Saimiri_boliviensis_1, Ochotona_princeps_1, Loxodonta_africana_15, Loxodonta_africana_14, Tarsius_syrichta_1, Callorhinchus_milii_16, Dasypus_novemcinctus_3, Myotis_lucifugus_4, Sarcophilus_harrisii_1, Loxodonta_africana_4, Ornithorhynchus_anatinus_15, Equus_caballus_1, Callorhinchus_milii_13, Bos_taurus_2, Sorex_araneus_1, Latimeria_chalumnae_1, Callorhinchus_milii_11, Mus_musculus_2, Mus_musculus_3, Gorilla_gorilla_1, Erinaceus_europaeus_1, Callorhinchus_milii_27, Callorhinchus_milii_3, Callorhinchus_milii_7, Callorhinchus_milii_8, Macropus_eugenii_2, Taeniopygia_guttata_3, Taeniopygia_guttata_1, Heterocephalus_glaber_1, Melopsittacus_undulatus_3, Macaca_mulatta_2, Macaca_mulatta_1, Trichechus_manatus_1, Callorhinchus_milii_2, Nomascus_leucogenys_4, Nomascus_leucogenys_3, Pan_troglodytes_2, Ailuropoda_melanoleuca_1, Papio_anubis_1, Callithrix_jacchus_2, Cavia_porcellus_1, Meleagris_gallopavo_2, Petromyzon_marinus_1, Petromyzon_marinus_8, Trichechus_manatus_4, Balaenoptera_acutorostrata_1, Chrysemys_picta_4, Meleagris_gallopavo_3, Chrysemys_picta_3, Oryctolagus_cuniculus_1	[160, 167, 173, 175, 179, 182, 188, 194, 197, 201, 517, 570]	1
Danio_rerio_54, Chrysemys_picta_8	[161, 166, 198]	1
Ovis_aries_3	[]	1
Danio_rerio_57	[161]	1
Danio_rerio_154	[161]	1
Xenopus_tropicalis_13, Danio_rerio_152, Danio_rerio_26	[161, 172, 180, 199, 571]	1
Gadus_morhua_11	[162, 171, 176]	1
Melopsittacus_undulatus_4, Trichechus_manatus_5, Loxodonta_africana_5	[166]	1
Danio_rerio_63, Gadus_morhua_9, Xenopus_tropicalis_4, Danio_rerio_84, Takifugu_rubripes_5, Danio_rerio_141	[161, 183]	1
Cricetulus_griseus_1, Loxodonta_africana_13, Ornithorhynchus_anatinus_17, Petromyzon_marinus_10	[166]	1
Danio_rerio_137	[172, 520]	1
Danio_rerio_10	[]	1
Takifugu_rubripes_7, Takifugu_rubripes_8	[]	1
Petromyzon_marinus_7	[166]	1
Danio_rerio_101	[171]	1
Danio_rerio_120	[161]	1
Callorhinchus_milii_24, Callorhinchus_milii_23	[166]	1
Danio_rerio_150	[174]	1
Drosophila_yakuba_1, Drosophila_sechellia_1, Drosophila_ananassae_1, Drosophila_melanogaster_1, Drosophila_mojavensis_1, Drosophila_willistoni_2, Drosophila_erecta_1, Drosophila_grimshawi_1, Drosophila_simulans_1, Drosophila_pseudoobscura_1, Drosophila_persimilis_1, Drosophila_virilis_1	[185]	1
Drosophila_willistoni_3	[184]	1
Anopheles_gambiae_2, Anopheles_gambiae_5	[]	1
Strongylocentrotus_purpuratus_7, Strongylocentrotus_purpuratus_4, Strongylocentrotus_purpuratus_3, Strongylocentrotus_purpuratus_1	[207]	1
Tarsius_syrichta_3	[166, 189]	1
Callorhinchus_milii_15	[188, 524]	1
Gasterosteus_aculeatus_4, Danio_rerio_91, Danio_rerio_127	[]	1
Danio_rerio_56	[192]	1
Danio_rerio_29	[191]	1
Danio_rerio_126	[161]	1
Callorhinchus_milii_10	[166]	1
Danio_rerio_162, Danio_rerio_65, Danio_rerio_160, Danio_rerio_94, Danio_rerio_153, Danio_rerio_39	[62, 161, 196, 198, 199, 203, 527]	1
Danio_rerio_64	[164, 195]	1
Callithrix_jacchus_1, Spermophilus_tridecemlineatus_1, Tursiops_truncatus_3, Dasypus_novemcinctus_4, Latimeria_chalumnae_3	[63, 166, 198, 528]	1
Danio_rerio_148	[167, 195, 197]	1
Danio_rerio_24	[171, 195]	1
Oreochromis_niloticus_5	[161, 203]	1
Callorhinchus_milii_4	[166]	1
Danio_rerio_30	[]	1
Danio_rerio_59, Danio_rerio_83	[195, 200]	1
Oreochromis_niloticus_3	[206]	1
Pongo_pygmaeus_2	[]	1
Danio_rerio_128	[161, 204]	1
Strongylocentrotus_purpuratus_8	[187]	1
Ogataea_parapolymorpha_1	[]	1
Mesorhizobium_australicum_1, Mesorhizobium_huakuii_1, Mesorhizobium_ciceri_1, Mesorhizobium_opportunistum_1, Mesorhizobium_loti_1	[]	1
Loxodonta_africana_16	[]	1
Danio_rerio_71, Danio_rerio_121	[213, 214, 218]	1
Homo_sapiens_2, Equus_caballus_3, Callorhinchus_milii_25, Pan_troglodytes_1, Saimiri_boliviensis_4	[213]	1
Danio_rerio_166	[211, 212]	1
Danio_rerio_47	[211, 215]	1
Danio_rerio_7	[214]	1
Trichechus_manatus_3	[]	1
Danio_rerio_46	[]	1
Danio_rerio_27	[211]	1
Caenorhabditis_elegans_1	[]	1
Candidatus_Pelagibacter_2	[]	1
Caenorhabditis_briggsae_1, Caenorhabditis_elegans_5, Caenorhabditis_elegans_4, Caenorhabditis_brenneri_4, Caenorhabditis_japonica_1, Caenorhabditis_brenneri_1, Caenorhabditis_remanei_1	[]	1
Felis_catus_10	[]	1
Felis_catus_9	[]	1
Felis_catus_2	[]	1
Methanospirillum_hungatei_1	[]	1
Lactobacillus_salivarius_1	[]	1
Aerococcus_urinae_1	[]	1
Chlamydia_trachomatis_1, Chlamydophila_felis_1, Chlamydia_muridarum_1, Chlamydia_muridarum_2, Chlamydia_psittaci_1, Chlamydophila_abortus_1, Chlamydophila_caviae_1, Chlamydia_pecorum_1	[230]	1
Candidatus_Caedibacter_1	[]	1
Chlamydia_trachomatis_2	[228]	1
Mycoplasma_synoviae_1	[242]	1
Brachyspira_hyodysenteriae_1, Brachyspira_pilosicoli_1, Brachyspira_intermedia_1, Brachyspira_murdochii_1	[]	1
Tetragenococcus_halophilus_1	[]	1
Orientia_tsutsugamushi_1	[]	1
Enterococcus_hirae_1, Enterococcus_faecium_1	[]	1
Desulfovibrio_alaskensis_1	[]	1
Corallococcus_coralloides_1	[]	1
Chlamydia_avium_1	[]	1
Streptococcus_infantarius_1, Streptococcus_macedonicus_1, Streptococcus_gallolyticus_1, Streptococcus_pasteurianus_1, Streptococcus_lutetiensis_1	[]	1
Mycoplasma_meleagridis_1	[]	1
Streptococcus_salivarius_1, Streptococcus_thermophilus_1	[]	1
Mycoplasma_synoviae_2	[231]	1
Flexibacter_litoralis_1	[]	1
Sphingopyxis_sp_1	[]	1
Paenibacillus_sp_1, Paenibacillus_borealis_1	[276]	1
Novosphingobium_aromaticivorans_1	[]	1
Sphingomonas_taxi_1	[281]	1
Simkania_negevensis_1	[]	1
Parachlamydia_acanthamoebae_1	[]	1
Geobacillus_sp_3, Geobacillus_sp_1, Geobacillus_thermoglucosidasius_1, Geobacillus_thermoleovorans_1, Geobacillus_kaustophilus_1	[343]	1
Paenibacillus_sp_2, Paenibacillus_odorifer_2, Bacillus_halodurans_1, Paenibacillus_sp_7, Paenibacillus_borealis_2, Bacillus_cytotoxicus_1	[286, 353]	1
Micavibrio_aeruginosavorus_1	[]	1
Chthonomonas_calidirosea_1	[]	1
Staphylococcus_carnosus_1	[]	1
Thermosynechococcus_elongatus_1, Thermosynechococcus_sp_1	[266]	1
Cyanothece_sp_1	[]	1
Bacillus_subtilis_3, Synechocystis_sp_1, Gloeocapsa_sp_1, Cyanothece_sp_2, Cyanothece_sp_4, Chroococcidiopsis_thermalis_1	[371]	1
Chamaesiphon_minutus_1	[]	1
Crinalium_epipsammum_1, Synechococcus_sp_7	[]	1
Geitlerinema_sp_1, Synechococcus_sp_6, Synechococcus_elongatus_1	[]	1
Cyanobacterium_stanieri_1, Cyanothece_sp_5, Halothece_sp_1	[]	1
Leptolyngbya_sp_1	[]	1
cyanobacterium_endosymbiont_1	[]	1
Stanieria_cyanosphaera_1	[]	1
Microcystis_aeruginosa_1	[373]	1
Nostoc_sp_5, Trichodesmium_erythraeum_1, Pleurocapsa_sp_1, Synechococcus_sp_5, Cyanothece_sp_3, Cyanobacterium_aponinum_1	[255]	1
Candidatus_Atelocyanobacterium_1	[]	1
Nostoc_punctiforme_1, Anabaena_cylindrica_1	[]	1
Nodularia_spumigena_1, Oscillatoria_nigro-viridis_2, Cylindrospermum_stagnale_2, Anabaena_sp_1, Calothrix_sp_2, Microcoleus_sp_1, Calothrix_sp_1, Nostoc_sp_2	[]	1
Candidatus_Hepatoplasma_1	[]	1
Rickettsia_typhi_1, Rickettsia_prowazekii_1	[388]	1
Zymomonas_mobilis_1, Sphingobium_sp_2, Sphingomonas_wittichii_1, Sphingopyxis_alaskensis_1, Sphingobium_japonicum_1, Sphingobium_chlorophenolicum_1, Sphingomonas_sanxanigenens_1, Sphingomonas_sp_1	[419]	1
Erythrobacter_litoralis_1	[]	1
Novosphingobium_pentaromativorans_1, Novosphingobium_sp_1	[]	1
Amphibacillus_xylanus_1	[]	1
Paenibacillus_sp_5, Bacillus_lehensis_1	[245]	1
Sphingobium_sp_1	[]	1
Enterococcus_sp_1, Enterococcus_faecalis_1	[]	1
Erysipelothrix_rhusiopathiae_1	[]	1
Amphibacillus_xylanus_2	[]	1
Sphingomonas_sp_2	[247]	1
Mycoplasma_californicum_1	[]	1
Oryza_sativa_3	[644]	1
Rhodospirillum_centenum_1	[431]	1
Exiguobacterium_sp_1	[]	1
Paenibacillus_sp_8, Jeotgalibacillus_sp_1, Melissococcus_plutonius_1, Lysinibacillus_varians_1, Exiguobacterium_sibiricum_1, Exiguobacterium_sp_3, Bacillus_megaterium_1, Paenibacillus_sp_4, Exiguobacterium_sp_4, Lysinibacillus_fusiformis_1, Lysinibacillus_sphaericus_1, Bacillus_pseudofirmus_2, Bacillus_pseudofirmus_3, Bacillus_pseudofirmus_1	[251, 460]	1
Mycoplasma_pneumoniae_1, Mycoplasma_genitalium_1	[461]	1
Bacillus_sp_5	[]	1
Bacillus_infantis_1, Macrococcus_caseolyticus_2, Macrococcus_caseolyticus_1, Bacillus_sp_1	[462]	1
Carnobacterium_sp_1	[]	1
Mollicutes_bacterium_1	[]	1
Carnobacterium_maltaromaticum_2, Carnobacterium_maltaromaticum_1	[]	1
Mesoplasma_florum_1, Mesoplasma_florum_2	[]	1
Desulfovibrio_desulfuricans_2	[]	1
Thermodesulfovibrio_yellowstonii_1	[]	1
Mycoplasma_crocodyli_1	[]	1
Desulfovibrio_africanus_1	[]	1
Acidiphilium_cryptum_1, Acidiphilium_multivorum_1	[]	1
Gluconacetobacter_diazotrophicus_1, Komagataeibacter_xylinus_1, Acetobacter_pasteurianus_1, Komagataeibacter_medellinensis_1	[]	1
Anaplasma_phagocytophilum_1	[]	1
beta_proteobacterium_1, Polynucleobacter_necessarius_1	[]	1
Clostridium_sp_2	[]	1
Candidatus_Saccharibacteria_1	[]	1
Listeria_welshimeri_2, Listeria_seeligeri_2, Listeria_ivanovii_2, Listeria_monocytogenes_2	[]	1
Listeria_welshimeri_1, Listeria_monocytogenes_1	[396]	1
Lactococcus_garvieae_1, Lactococcus_lactis_2	[]	1
Lactococcus_lactis_1	[]	1
Mycoplasma_fermentans_1, Mycoplasma_agalactiae_2, Mycoplasma_agalactiae_1, Mycoplasma_bovis_1	[]	1
Weissella_koreensis_1	[]	1
Mycoplasma_hyorhinis_1	[34]	1
Medicago_truncatula_8, Medicago_truncatula_7	[321]	1
Enterococcus_mundtii_1, Enterococcus_mundtii_2	[]	1
Thiomicrospira_crunogena_1	[]	1
Neorickettsia_helminthoeca_1	[323]	1
Psychromonas_sp_1	[]	1
Psychromonas_ingrahamii_1	[]	1
Gluconobacter_oxydans_2, Gluconobacter_oxydans_1	[]	1
Lawsonia_intracellularis_1, Desulfovibrio_vulgaris_1, Desulfovibrio_vulgaris_2	[]	1
Candidatus_Saccharibacteria_2, Candidatus_Saccharimonas_1	[]	1
Ehrlichia_ruminantium_1	[399]	1
Zea_mays_1, Oryza_sativa_8, Arabidopsis_thaliana_6, Medicago_truncatula_1, Oryza_sativa_6, Oryza_sativa_4, Sorghum_bicolor_9, Brachypodium_distachyon_3, Brachypodium_distachyon_7	[311, 322, 324, 325, 730]	1
Brachypodium_distachyon_10, Arabidopsis_thaliana_5	[321]	1
Neorickettsia_risticii_1, Neorickettsia_sennetsu_1	[314]	1
Zea_mays_4	[321]	1
Oryza_sativa_2	[321]	1
Azoarcus_sp_2, Azoarcus_sp_1, Aromatoleum_aromaticum_1, Thauera_sp_1	[]	1
Opitutaceae_bacterium_1, Opitutus_terrae_1	[]	1
Myxococcus_fulvus_1	[329]	1
Myxococcus_xanthus_1	[328]	1
Verrucomicrobia_bacterium_1	[]	1
Stigmatella_aurantiaca_1	[332]	1
Myxococcus_stipitatus_1	[331]	1
Caldilinea_aerophila_1	[]	1
Paenibacillus_graminis_1, Paenibacillus_odorifer_1, Paenibacillus_sp_6	[421]	1
Virgibacillus_sp_1	[423]	1
Methylacidiphilum_fumariolicum_1, Methylacidiphilum_infernorum_1	[]	1
Rubrobacter_radiotolerans_1	[]	1
Planococcus_sp_1	[]	1
Magnetospira_sp_1	[]	1
Granulicella_mallensis_1, Granulicella_tundricola_1	[]	1
Acidobacterium_capsulatum_1	[]	1
Terriglobus_roseus_1	[]	1
Geobacillus_sp_2, Geobacillus_thermodenitrificans_1, Anoxybacillus_flavithermus_1	[250]	1
Bacillus_methanolicus_1	[]	1
Moraxella_catarrhalis_1	[]	1
Megamonas_hypermegale_1	[]	1
Paenibacillus_graminis_2	[353, 453]	1
Staphylococcus_hyicus_1	[]	1
Candidatus_Solibacter_1	[]	1
candidate_division_1	[]	1
Staphylococcus_aureus_1	[458]	1
Candidatus_Hodgkinia_2	[]	1
Bacillus_cereus_3	[251, 347, 460]	1
Psychrobacter_sp_2	[465]	1
Pseudoalteromonas_sp_1	[]	1
Dechloromonas_aromatica_1	[]	1
Selenomonas_sputigena_1	[]	1
Selenomonas_ruminantium_1	[]	1
Candidatus_Ruthia_1	[]	1
Candidatus_Paracaedibacter_1	[]	1
Desulfovibrio_gigas_1	[]	1
Prochlorococcus_sp_1, Prochlorococcus_marinus_2, Synechococcus_sp_2, Prochlorococcus_marinus_1	[364]	1
Cyanobium_gracile_1	[364]	1
Prochlorococcus_marinus_3	[362, 363]	1
endosymbiont_of_1	[]	1
Rhodospirillum_rubrum_1	[]	1
Wolbachia_endosymbiont_2, Wolbachia_endosymbiont_5, Wolbachia_sp_1, Wolbachia_endosymbiont_1, Drosophila_willistoni_4, Wolbachia_endosymbiont_3	[368]	1
Anaplasma_centrale_1, Anaplasma_marginale_1	[367]	1
Gloeobacter_violaceus_1, Synechococcus_sp_3, Gloeobacter_kilaueensis_1, Synechococcus_sp_4	[371]	1
Acaryochloris_marina_2	[]	1
Arthrospira_sp_1, Arthrospira_platensis_1	[257, 369]	1
Oscillatoria_acuminata_4	[]	1
Anabaena_variabilis_1, Nostoc_sp_3	[265]	1
Segniliparus_rotundus_1	[]	1
Rhodospirillum_photometricum_1	[]	1
Streptococcus_agalactiae_3	[]	1
Megasphaera_elsdenii_1	[]	1
Candidatus_Midichloria_1	[]	1
Rickettsiales_bacterium_1	[]	1
Rickettsia_rickettsii_2	[389]	1
Alkaliphilus_metalliredigens_1	[]	1
Enterococcus_casseliflavus_1	[]	1
Candidatus_Endolissoclinum_1	[384]	1
Tistrella_mobilis_1, Thalassospira_xiamenensis_1	[383, 398]	1
Magnetospirillum_gryphiswaldense_1	[]	1
Candidatus_Puniceispirillum_1	[]	1
Magnetospirillum_magneticum_1	[]	1
Rickettsia_australis_1, Rickettsia_akari_1, Rickettsia_sibirica_1	[271, 389]	1
Rickettsia_felis_1, Rickettsia_africae_1, Rickettsia_montanensis_1, Rickettsia_conorii_1, Rickettsia_heilongjiangensis_1, Rickettsia_rickettsii_1, Candidatus_Rickettsia_1, Rickettsia_canadensis_1, Rickettsia_peacockii_1, Rickettsia_philipii_1, Rickettsia_bellii_1, Rickettsia_massiliae_1, Rickettsia_monacensis_1, Rickettsia_rhipicephali_1, Rickettsia_parkeri_1, Rickettsia_slovaca_1, Rickettsia_helvetica_1, Rickettsia_japonica_1	[380, 388]	1
Ehrlichia_sp_1, Ehrlichia_canis_1	[391, 399]	1
